filename,text,valence,arousal,dominance,delta_valence,delta_arousal,delta_dominance
0104_R.wav,(F あの)(F ま)猫(D (? と))は二モーラですけどそういう短い言葉のアクセントって結構間違えがちなんですね,0.7,0.56,0.58,0.3799999999999999,0.21,0.1499999999999999
0111_R.wav,着たとかそういう,0.7,0.58,0.56,0.3599999999999999,0.1799999999999999,0.17
0142_R.wav,<FV>(F その),0.12,0.25,0.2,0.52,0.35,0.35
0143_R.wav,アクセントとしては例えば東京の方だったら,0.51,0.44,0.49,0.39,0.19,0.29
0163_R.wav,先行ってた,0.35,0.47,0.46,0.51,0.26,0.2399999999999999
0164_R.wav,<笑>,0.89,0.75,0.72,0.54,0.28,0.2599999999999999
0210_R.wav,日本の中でのそういう,0.36,0.47,0.48,0.47,0.21,0.18
0212_R.wav,<笑>,0.92,0.78,0.75,0.56,0.31,0.27
0215_R.wav,(F うん)(F うん),0.29,0.0,0.07,0.6300000000000001,0.78,0.6799999999999999
0259_R.wav,(F うーん),0.26,0.05,0.11,0.62,0.7,0.6
0313_R.wav,<笑>,0.91,0.73,0.71,0.48,0.35,0.3899999999999999
0319_R.wav,(F うーん),0.31,0.08,0.15,0.5800000000000001,0.67,0.57
0321_R.wav,そうですねやっぱり初めはなかなか夜寝られないこと<FV>,0.69,0.55,0.54,0.3799999999999999,0.47,0.39
0324_R.wav,もう本当万年睡眠不足状態,0.2,0.25,0.35,0.4899999999999999,0.3,0.19
0326_R.wav,後やっぱり(F うーん)(?)これを語り出すともう大変なんですけどやっぱりおしゅうとめさん達との,0.61,0.6,0.57,0.41,0.35,0.2199999999999999
0331_R.wav,<笑>,0.86,0.71,0.69,0.55,0.62,0.59
0348_R.wav,<笑>,0.81,0.64,0.62,0.4600000000000001,0.35,0.31
0350_R.wav,そうなんですよね(F うーん),0.44,0.33,0.4,0.37,0.31,0.2199999999999999
0376_R.wav,<笑>,0.36,0.5,0.37,0.62,0.31,0.4
0399_R.wav,赤ちゃんを触れるだけで幸せみたいなとこがありますからね本当に,0.85,0.63,0.63,0.5,0.27,0.2299999999999999
0401_R.wav,(F うーん),0.34,0.13,0.19,0.51,0.5,0.44
0402_R.wav,<笑>,0.92,0.78,0.76,0.5800000000000001,0.65,0.5700000000000001
0404_R.wav,そうなんですよ(D お),0.3,0.1,0.21,0.6200000000000001,0.68,0.55
0421_R.wav,<笑>,0.92,0.82,0.77,0.5800000000000001,0.69,0.5900000000000001
0499_R.wav,ことごとくもう郵便ポストを覗くのが怖い,0.7,0.57,0.56,0.3799999999999999,0.2399999999999999,0.17
