filename,text,valence,trend,residual,abs_residual
0054_L.wav,<笑>,0.9199999999999999,-0.02399999999999999,0.944,0.944
0116_L.wav,<笑>,0.8799999999999999,-0.052,0.9319999999999999,0.9319999999999999
0120_L.wav,<笑>,0.96,0.01466666666666668,0.9453333333333332,0.9453333333333332
0130_L.wav,(D2 お),-0.72,0.15333333333333332,-0.8733333333333333,0.8733333333333333
0134_L.wav,<笑>,0.96,-0.015999999999999976,0.976,0.976
0207_L.wav,<笑>,0.8600000000000001,0.03466666666666666,0.8253333333333335,0.8253333333333335
0209_L.wav,<笑>,0.8799999999999999,0.019999999999999997,0.8599999999999999,0.8599999999999999
0256_L.wav,<笑>,0.8,-0.049333333333333326,0.8493333333333334,0.8493333333333334
0295_L.wav,凄い力ですよね,0.8799999999999999,-0.15866666666666665,1.0386666666666666,1.0386666666666666
0334_L.wav,<笑>,0.8600000000000001,-0.10933333333333334,0.9693333333333334,0.9693333333333334
0374_L.wav,そうですね,0.7,-0.156,0.856,0.856
0445_L.wav,<笑>,0.8600000000000001,-0.02533333333333332,0.8853333333333334,0.8853333333333334
0500_L.wav,<笑>,0.76,-0.10799999999999997,0.868,0.868
0502_L.wav,<笑>,0.8,-0.096,0.896,0.896
