filename,text,valence,trend,residual,abs_residual
0055_R.wav,<笑>,0.78,0.08133333333333331,0.6986666666666668,0.6986666666666668
0117_R.wav,<笑>,0.8600000000000001,0.19466666666666663,0.6653333333333334,0.6653333333333334
0142_R.wav,<FV>(F その),-0.76,-0.05866666666666668,-0.7013333333333334,0.7013333333333334
0212_R.wav,<笑>,0.8400000000000001,0.06533333333333334,0.7746666666666667,0.7746666666666667
0257_R.wav,<笑>,0.76,0.013333333333333345,0.7466666666666667,0.7466666666666667
0313_R.wav,<笑>,0.8200000000000001,-0.068,0.8880000000000001,0.8880000000000001
0315_R.wav,<笑>,0.78,0.0013333333333333272,0.7786666666666667,0.7786666666666667
0324_R.wav,もう本当万年睡眠不足状態,-0.6,0.16266666666666663,-0.7626666666666666,0.7626666666666666
0335_R.wav,<笑>,0.8999999999999999,0.11733333333333329,0.7826666666666666,0.7826666666666666
0375_R.wav,<笑>,0.96,0.04933333333333332,0.9106666666666666,0.9106666666666666
0399_R.wav,赤ちゃんを触れるだけで幸せみたいなとこがありますからね本当に,0.7,-0.0013333333333333346,0.7013333333333333,0.7013333333333333
0402_R.wav,<笑>,0.8400000000000001,-0.05599999999999999,0.896,0.896
0421_R.wav,<笑>,0.8400000000000001,0.07200000000000001,0.768,0.768
