dialog,speaker,audio_file,wav_path,valence,arousal,dominance
D03F0001,L,100_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/100_L.wav,0.3973883092403412,0.1460789442062378,0.19396409392356873
D03F0001,L,105_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/105_L.wav,0.3250226080417633,0.17619943618774414,0.2228112518787384
D03F0001,L,106_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/106_L.wav,0.4781378507614136,0.23165979981422424,0.3309876322746277
D03F0001,L,112_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/112_L.wav,0.320655882358551,0.11840029060840607,0.1971341222524643
D03F0001,L,114_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/114_L.wav,0.3573312759399414,0.26398035883903503,0.2919585704803467
D03F0001,L,116_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/116_L.wav,0.9387149214744568,0.8435647487640381,0.8135550022125244
D03F0001,L,119_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/119_L.wav,0.7625952959060669,0.5431566834449768,0.54208904504776
D03F0001,L,120_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/120_L.wav,0.9798387289047241,0.8716503977775574,0.8147004842758179
D03F0001,L,122_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/122_L.wav,0.3668377697467804,0.1811186671257019,0.2287900596857071
D03F0001,L,124_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/124_L.wav,0.5577901601791382,0.42898157238960266,0.39591488242149353
D03F0001,L,127_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/127_L.wav,0.4631674885749817,0.40767937898635864,0.4148253798484802
D03F0001,L,128_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/128_L.wav,0.40191808342933655,0.20265205204486847,0.19226960837841034
D03F0001,L,12_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/12_L.wav,0.36141377687454224,0.18656304478645325,0.20330752432346344
D03F0001,L,131_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/131_L.wav,0.6678613424301147,0.578999400138855,0.5443174839019775
D03F0001,L,132_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/132_L.wav,0.4380170702934265,0.5324649810791016,0.5340794324874878
D03F0001,L,134_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/134_L.wav,0.9809360504150391,0.8549829721450806,0.8078113794326782
D03F0001,L,135_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/135_L.wav,0.3476810157299042,0.022522440180182457,0.154308021068573
D03F0001,L,138_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/138_L.wav,0.40125805139541626,0.5480767488479614,0.5324461460113525
D03F0001,L,139_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/139_L.wav,0.5915677547454834,0.5692819356918335,0.5748264789581299
D03F0001,L,13_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/13_L.wav,0.32893210649490356,0.16410836577415466,0.13953794538974762
D03F0001,L,141_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/141_L.wav,0.4569467306137085,0.3774629831314087,0.3999013602733612
D03F0001,L,144_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/144_L.wav,0.40411731600761414,0.08822520077228546,0.144196018576622
D03F0001,L,148_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/148_L.wav,0.5504385828971863,0.3040672540664673,0.31931766867637634
D03F0001,L,152_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/152_L.wav,0.35375475883483887,0.25274908542633057,0.2766132652759552
D03F0001,L,155_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/155_L.wav,0.41898679733276367,0.4047462046146393,0.41608211398124695
D03F0001,L,159_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/159_L.wav,0.3659764528274536,0.6163668632507324,0.6047223210334778
D03F0001,L,15_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/15_L.wav,0.8828538656234741,0.7684370875358582,0.7398266196250916
D03F0001,L,161_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/161_L.wav,0.8645098805427551,0.6977006793022156,0.6764897704124451
D03F0001,L,162_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/162_L.wav,0.42109474539756775,0.4965480864048004,0.48128899931907654
D03F0001,L,165_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/165_L.wav,0.4466986656188965,0.42488643527030945,0.42724981904029846
D03F0001,L,166_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/166_L.wav,0.6217392683029175,0.42204123735427856,0.4381391704082489
D03F0001,L,169_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/169_L.wav,0.24447688460350037,-0.005005069077014923,0.06700875610113144
D03F0001,L,172_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/172_L.wav,0.3183019161224365,0.06948699802160263,0.10061505436897278
D03F0001,L,174_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/174_L.wav,0.32700449228286743,0.10686371475458145,0.18457400798797607
D03F0001,L,179_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/179_L.wav,0.436064749956131,0.3079531192779541,0.33745673298835754
D03F0001,L,17_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/17_L.wav,0.9094161987304688,0.7860417366027832,0.7343149185180664
D03F0001,L,185_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/185_L.wav,0.31739935278892517,0.15791380405426025,0.19555939733982086
D03F0001,L,187_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/187_L.wav,0.2673017084598541,0.07491596788167953,0.15464343130588531
D03F0001,L,189_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/189_L.wav,0.31022337079048157,0.5819441676139832,0.5717806816101074
D03F0001,L,18_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/18_L.wav,0.858451247215271,0.762061595916748,0.7237005233764648
D03F0001,L,190_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/190_L.wav,0.35768231749534607,0.4061052203178406,0.4886559844017029
D03F0001,L,192_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/192_L.wav,0.40156835317611694,0.3161616921424866,0.3999057412147522
D03F0001,L,193_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/193_L.wav,0.3818601667881012,0.24390184879302979,0.2827919125556946
D03F0001,L,194_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/194_L.wav,0.36746713519096375,0.4520343542098999,0.45446187257766724
D03F0001,L,195_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/195_L.wav,0.4517236053943634,0.49277663230895996,0.49689966440200806
D03F0001,L,197_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/197_L.wav,0.5387893319129944,0.5196431279182434,0.5130188465118408
D03F0001,L,198_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/198_L.wav,0.3816206753253937,0.49579522013664246,0.5058663487434387
D03F0001,L,1_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/1_L.wav,0.4130266606807709,0.3174532949924469,0.3871002495288849
D03F0001,L,200_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/200_L.wav,0.5729328393936157,0.693240761756897,0.6252716779708862
D03F0001,L,201_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/201_L.wav,0.45814788341522217,0.49853864312171936,0.5302906632423401
D03F0001,L,203_L.wav,/home/mitani/CSJ-emo-int_bunseki/0718/0720/LR_bunseki/data/Segments/D03F0001/L/203_L.wav,0.6003804206848145,0.6676141023635864,0.6324275135993958
